block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:jungle_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/jungle_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:jungle_leaves,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#4B691B,75,105,27,1.000,down=#4B691B;up=#4B691B;north=#4B691B;south=#4B691B;west=#4B691B;east=#4B691B,,plains_foliage,vegetation,1,1,no,minecraft:block/jungle_leaves,block;leaves,minecraft:block/jungle_leaves,medium,Tinted textures use the plains biome approximation for color averaging.
minecraft:jungle_log,full_cube_different_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with face-dependent visual treatment.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#735732,115,87,50,1.000,down=#9B714C;up=#9B714C;north=#57451A;south=#57451A;west=#57451A;east=#57451A,down=#9B714C;up=#9B714C,none,wood,2,3,yes,minecraft:block/jungle_log;minecraft:block/jungle_log_horizontal,block;cube;cube_column;cube_column_horizontal,minecraft:block/jungle_log;minecraft:block/jungle_log_top,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_planks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#A37654,163,118,84,1.000,down=#A37654;up=#A37654;north=#A37654;south=#A37654;west=#A37654;east=#A37654,,none,wood,1,1,no,minecraft:block/jungle_planks,block;cube;cube_all,minecraft:block/jungle_planks,medium,
minecraft:jungle_pressure_plate,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pressure plate geometry is a low rectangular floor plate occupying most of the x/z footprint. powered=false is slightly raised; powered=true lowers it closer to the supporting block.",#A17452,161,116,82,1.000,,,none,,2,2,no,minecraft:block/jungle_pressure_plate;minecraft:block/jungle_pressure_plate_down,block;pressure_plate_down;pressure_plate_up;thin_block,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_sapling,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#305713,48,87,19,1.000,,,none,,1,1,no,minecraft:block/jungle_sapling,cross,minecraft:block/jungle_sapling,medium,
minecraft:jungle_shelf,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/jungle_shelf -> 3 elements: [0,0,0.8125]-[1,1,1] + [0,0,0.6875]-[1,0.25,0.8125] + [0,0.75,0.6875]-[1,1,0.8125] | minecraft:block/jungle_shelf_unpowered -> 1 element: [0,0.25,0.8125]-[1,0.75,0.8125]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#997849,153,120,73,1.000,,,none,,6,24,yes,minecraft:block/jungle_shelf;minecraft:block/jungle_shelf_center;minecraft:block/jungle_shelf_left;minecraft:block/jungle_shelf_right;minecraft:block/jungle_shelf_unconnected;minecraft:block/jungle_shelf_unpowered,block;template_shelf_body;template_shelf_center;template_shelf_left;template_shelf_right;template_shelf_unconnected;template_shelf_unpowered,minecraft:block/jungle_shelf,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/jungle_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:jungle_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#A37654,163,118,84,1.000,,,none,architectural_shape,3,3,no,minecraft:block/jungle_planks;minecraft:block/jungle_slab;minecraft:block/jungle_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#A37654,163,118,84,1.000,,,none,architectural_shape,3,40,yes,minecraft:block/jungle_stairs;minecraft:block/jungle_stairs_inner;minecraft:block/jungle_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/jungle_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_trapdoor,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Trapdoor geometry is a thin 1x1 panel about 0.1875 blocks thick. half=bottom places the closed panel at y=0..0.1875; half=top places it at y=0.8125..1. open=true rotates the same panel upright against the side chosen by facing.",#9C704F,156,112,79,1.000,,,none,,3,16,yes,minecraft:block/jungle_trapdoor_bottom;minecraft:block/jungle_trapdoor_open;minecraft:block/jungle_trapdoor_top,block;template_orientable_trapdoor_bottom;template_orientable_trapdoor_open;template_orientable_trapdoor_top;thin_block,minecraft:block/jungle_trapdoor,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:jungle_wall_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/jungle_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:jungle_wall_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/jungle_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:jungle_wood,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#57451A,87,69,26,1.000,down=#57451A;up=#57451A;north=#57451A;south=#57451A;west=#57451A;east=#57451A,,none,wood,1,3,yes,minecraft:block/jungle_wood,block;cube;cube_column,minecraft:block/jungle_log,medium,
minecraft:kelp,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#57902D,87,144,45,1.000,,,none,,1,1,no,minecraft:block/kelp,cross,minecraft:block/kelp,medium,
minecraft:kelp_plant,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#57862C,87,134,44,1.000,,,none,,1,1,no,minecraft:block/kelp_plant,cross,minecraft:block/kelp_plant,medium,
minecraft:ladder,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/ladder -> 1 element: [0,0,0.95]-[1,1,0.95]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#84663A,132,102,58,1.000,,,none,,1,4,yes,minecraft:block/ladder,,minecraft:block/ladder,medium,
minecraft:lantern,irregular_self_supporting,hanging_or_floor_lantern,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Lantern geometry is a compact cage-like light body with a small handle. hanging=false places it on the floor; hanging=true suspends it from the ceiling with the body lower in the voxel.",#8F725B,143,114,91,1.000,,,none,light_source,2,2,no,minecraft:block/lantern;minecraft:block/lantern_hanging,block;template_hanging_lantern;template_lantern,minecraft:block/lantern,medium,Average color is computed across the visible model variants referenced by this block.
